"","Duration","Amount","InstallmentRatePercentage","ResidenceDuration","Age","NumberExistingCredits","NumberPeopleMaintenance","Telephone","ForeignWorker","Class"
"667",30,3496,4,2,34,1,2,0,1,"Good"
"668",48,3609,1,1,27,1,1,1,1,"Good"
"669",12,4843,3,4,43,2,1,0,1,"Bad"
"670",30,3017,4,4,47,1,1,1,1,"Good"
"671",24,4139,3,3,27,2,1,0,1,"Good"
"672",36,5742,2,2,31,2,1,0,1,"Good"
"673",60,10366,2,4,42,1,1,0,1,"Good"
"674",6,2080,1,2,24,1,1,1,1,"Good"
"675",21,2580,4,2,41,1,2,1,1,"Bad"
"676",30,4530,4,4,26,1,1,0,1,"Good"
"677",24,5150,4,4,33,1,1,0,1,"Good"
"678",72,5595,2,2,24,1,1,1,1,"Bad"
"679",24,2384,4,4,64,1,1,1,1,"Good"
"680",18,1453,3,1,26,1,1,1,1,"Good"
"681",6,1538,1,2,56,1,1,1,1,"Good"
"682",12,2279,4,4,37,1,1,0,1,"Good"
"683",15,1478,4,3,33,2,1,1,1,"Good"
"684",24,5103,3,3,47,3,1,0,1,"Good"
"685",36,9857,1,3,31,2,2,0,1,"Good"
"686",60,6527,4,4,34,1,2,0,1,"Good"
"687",10,1347,4,2,27,2,1,0,1,"Good"
"688",36,2862,4,3,30,1,1,1,1,"Good"
"689",9,2753,3,4,35,1,1,0,1,"Good"
"690",12,3651,1,3,31,1,2,1,1,"Good"
"691",15,975,2,3,25,2,1,1,1,"Good"
"692",15,2631,3,2,25,1,1,1,1,"Good"
"693",24,2896,2,1,29,1,1,1,1,"Good"
"694",6,4716,1,3,44,2,2,1,1,"Good"
"695",24,2284,4,2,28,1,1,0,1,"Good"
"696",6,1236,2,4,50,1,1,1,1,"Good"
"697",12,1103,4,3,29,2,1,1,0,"Good"
"698",12,926,1,2,38,1,1,1,1,"Good"
"699",18,1800,4,2,24,2,1,1,1,"Good"
"700",15,1905,4,4,40,1,1,0,1,"Good"
"701",12,1123,4,4,29,1,1,1,1,"Bad"
"702",48,6331,4,4,46,2,1,0,1,"Bad"
"703",24,1377,4,2,47,1,1,0,1,"Good"
"704",30,2503,4,2,41,2,1,1,1,"Good"
"705",27,2528,4,1,32,1,2,0,1,"Good"
"706",15,5324,1,4,35,1,1,1,1,"Good"
"707",48,6560,3,2,24,1,1,1,1,"Bad"
"708",12,2969,4,3,25,2,1,1,1,"Bad"
"709",9,1206,4,4,25,1,1,1,1,"Good"
"710",9,2118,2,2,37,1,2,1,1,"Good"
"711",18,629,4,3,32,2,1,0,1,"Good"
"712",6,1198,4,4,35,1,1,1,1,"Bad"
"713",21,2476,4,4,46,1,1,0,1,"Good"
"714",9,1138,4,4,25,2,1,1,1,"Good"
"715",60,14027,4,2,27,1,1,0,1,"Bad"
"716",30,7596,1,4,63,2,1,1,1,"Good"
"717",30,3077,3,2,40,2,2,0,1,"Good"
"718",18,1505,4,2,32,1,1,0,1,"Good"
"719",24,3148,3,2,31,2,1,0,1,"Good"
"720",20,6148,3,4,31,2,1,0,1,"Good"
"721",9,1337,4,2,34,2,1,0,1,"Bad"
"722",6,433,4,2,24,1,2,1,1,"Bad"
"723",12,1228,4,2,24,1,1,1,1,"Bad"
"724",9,790,4,3,66,1,1,1,1,"Good"
"725",27,2570,3,3,21,1,1,1,1,"Bad"
"726",6,250,2,2,41,2,1,1,1,"Good"
"727",15,1316,2,2,47,2,1,1,1,"Good"
"728",18,1882,4,4,25,2,1,1,1,"Bad"
"729",48,6416,4,3,59,1,1,1,1,"Bad"
"730",24,1275,2,4,36,2,1,0,1,"Good"
"731",24,6403,1,2,33,1,1,1,1,"Good"
"732",24,1987,2,4,21,1,2,1,1,"Bad"
"733",8,760,4,2,44,1,1,1,1,"Good"
"734",24,2603,2,4,28,1,1,0,1,"Good"
"735",4,3380,1,1,37,1,2,1,1,"Good"
"736",36,3990,3,2,29,1,1,1,1,"Good"
"737",24,11560,1,4,23,2,1,1,1,"Bad"
"738",18,4380,3,4,35,1,2,0,1,"Good"
"739",6,6761,1,3,45,2,2,0,1,"Good"
"740",30,4280,4,4,26,2,1,1,1,"Bad"
"741",24,2325,2,3,32,1,1,1,1,"Good"
"742",10,1048,4,4,23,1,1,1,1,"Good"
"743",21,3160,4,3,41,1,1,0,1,"Good"
"744",24,2483,4,4,22,1,1,0,1,"Good"
"745",39,14179,4,4,30,2,1,0,1,"Good"
"746",13,1797,3,1,28,2,1,1,1,"Good"
"747",15,2511,1,4,23,1,1,1,1,"Good"
"748",12,1274,3,1,37,1,1,1,1,"Bad"
"749",21,5248,1,3,26,1,1,1,1,"Good"
"750",15,3029,2,2,33,1,1,1,1,"Good"
"751",6,428,2,1,49,1,1,0,1,"Good"
"752",18,976,1,2,23,1,1,1,1,"Bad"
"753",12,841,2,4,23,1,1,1,1,"Good"
"754",30,5771,4,2,25,2,1,1,1,"Good"
"755",12,1555,4,4,55,2,2,1,1,"Bad"
"756",24,1285,4,4,32,1,1,1,1,"Bad"
"757",6,1299,1,1,74,3,2,1,0,"Good"
"758",15,1271,3,4,39,2,1,0,1,"Bad"
"759",24,1393,2,2,31,1,1,0,1,"Good"
"760",12,691,4,3,35,2,1,1,1,"Bad"
"761",15,5045,1,4,59,1,1,0,1,"Good"
"762",18,2124,4,4,24,2,1,1,1,"Bad"
"763",12,2214,4,3,24,1,1,1,1,"Good"
"764",21,12680,4,4,30,1,1,0,1,"Bad"
"765",24,2463,4,3,27,2,1,0,1,"Good"
"766",12,1155,3,3,40,2,1,1,1,"Good"
"767",30,3108,2,4,31,1,1,1,1,"Bad"
"768",10,2901,1,4,31,1,1,1,1,"Good"
"769",12,3617,1,4,28,3,1,0,1,"Good"
"770",12,1655,2,4,63,2,1,0,1,"Good"
"771",24,2812,2,4,26,1,1,1,1,"Good"
"772",36,8065,3,2,25,2,1,0,1,"Bad"
"773",21,3275,1,4,36,1,1,0,1,"Good"
"774",24,2223,4,4,52,2,1,1,1,"Good"
"775",12,1480,2,4,66,3,1,1,1,"Good"
"776",24,1371,4,4,25,1,1,1,1,"Bad"
"777",36,3535,4,4,37,2,1,0,1,"Good"
"778",18,3509,4,1,25,1,1,1,1,"Good"
"779",36,5711,4,2,38,2,1,0,1,"Good"
"780",18,3872,2,4,67,1,1,0,1,"Good"
"781",39,4933,2,2,25,2,1,1,1,"Bad"
"782",24,1940,4,4,60,1,1,0,1,"Good"
"783",12,1410,2,2,31,1,1,0,1,"Good"
"784",12,836,4,2,23,1,1,1,1,"Bad"
"785",20,6468,1,4,60,1,1,0,1,"Good"
"786",18,1941,4,2,35,1,1,0,1,"Good"
"787",22,2675,3,4,40,1,1,1,1,"Good"
"788",48,2751,4,3,38,2,2,0,1,"Good"
"789",48,6224,4,4,50,1,1,1,1,"Bad"
"790",40,5998,4,3,27,1,1,0,1,"Bad"
"791",21,1188,2,4,39,1,2,1,1,"Bad"
"792",24,6313,3,4,41,1,2,0,1,"Good"
"793",6,1221,1,2,27,2,1,1,1,"Good"
"794",24,2892,3,4,51,1,1,1,1,"Good"
"795",24,3062,4,3,32,1,1,0,1,"Good"
"796",9,2301,2,4,22,1,1,1,1,"Good"
"797",18,7511,1,4,51,1,2,0,1,"Bad"
"798",12,1258,2,4,22,2,1,1,1,"Good"
"799",24,717,4,4,54,2,1,0,1,"Good"
"800",9,1549,4,2,35,1,1,1,1,"Good"
"801",24,1597,4,4,54,2,2,1,1,"Good"
"802",18,1795,3,4,48,2,1,0,1,"Good"
"803",20,4272,1,4,24,2,1,1,1,"Good"
"804",12,976,4,4,35,2,1,1,1,"Good"
"805",12,7472,1,2,24,1,1,1,1,"Good"
"806",36,9271,2,1,24,1,1,0,1,"Bad"
"807",6,590,3,3,26,1,1,1,0,"Good"
"808",12,930,4,4,65,4,1,1,1,"Good"
"809",42,9283,1,2,55,1,1,0,1,"Good"
"810",15,1778,2,1,26,2,1,1,1,"Bad"
"811",8,907,3,2,26,1,1,0,1,"Good"
"812",6,484,3,3,28,1,1,1,1,"Good"
"813",36,9629,4,4,24,2,1,0,1,"Bad"
"814",48,3051,3,4,54,1,1,1,1,"Bad"
"815",48,3931,4,4,46,1,2,1,1,"Bad"
"816",36,7432,2,2,54,1,1,1,1,"Good"
"817",6,1338,1,4,62,1,1,1,1,"Good"
"818",6,1554,1,2,24,2,1,0,1,"Good"
"819",36,15857,2,3,43,1,1,1,1,"Good"
"820",18,1345,4,3,26,1,1,1,1,"Bad"
"821",12,1101,3,2,27,2,1,0,1,"Good"
"822",12,3016,3,1,24,1,1,1,1,"Good"
"823",36,2712,2,2,41,1,2,1,1,"Bad"
"824",8,731,4,4,47,2,1,1,1,"Good"
"825",18,3780,3,2,35,2,1,0,1,"Good"
"826",21,1602,4,3,30,2,1,0,1,"Good"
"827",18,3966,1,4,33,3,1,0,1,"Bad"
"828",18,4165,2,2,36,2,2,1,1,"Bad"
"829",36,8335,3,4,47,1,1,1,1,"Bad"
"830",48,6681,4,4,38,1,2,0,1,"Good"
"831",24,2375,4,2,44,2,2,0,1,"Good"
"832",18,1216,4,3,23,1,1,0,1,"Bad"
"833",45,11816,2,4,29,2,1,1,1,"Bad"
"834",24,5084,2,4,42,1,1,0,1,"Good"
"835",15,2327,2,3,25,1,1,1,1,"Bad"
"836",12,1082,4,4,48,2,1,1,1,"Bad"
"837",12,886,4,2,21,1,1,1,1,"Good"
"838",4,601,1,3,23,1,2,1,1,"Good"
"839",24,2957,4,4,63,2,1,0,1,"Good"
"840",24,2611,4,3,46,2,1,1,1,"Good"
"841",36,5179,4,2,29,1,1,1,1,"Bad"
"842",21,2993,3,2,28,2,1,1,1,"Good"
"843",18,1943,4,4,23,1,1,1,1,"Bad"
"844",24,1559,4,4,50,1,1,0,1,"Good"
"845",18,3422,4,4,47,3,2,0,1,"Good"
"846",21,3976,2,3,35,1,1,0,1,"Good"
"847",18,6761,2,4,68,2,1,1,1,"Bad"
"848",24,1249,4,2,28,1,1,1,1,"Good"
"849",9,1364,3,4,59,1,1,1,1,"Good"
"850",12,709,4,4,57,1,1,1,1,"Bad"
"851",20,2235,4,2,33,2,1,1,0,"Bad"
"852",24,4042,3,4,43,2,1,0,1,"Good"
"853",15,1471,4,4,35,2,1,0,1,"Good"
"854",18,1442,4,4,32,2,2,1,1,"Bad"
"855",36,10875,2,2,45,2,2,0,1,"Good"
"856",24,1474,4,3,33,1,1,0,1,"Good"
"857",10,894,4,3,40,1,1,0,1,"Good"
"858",15,3343,4,2,28,1,1,0,1,"Good"
"859",15,3959,3,2,29,1,1,0,1,"Bad"
"860",9,3577,1,2,26,1,2,1,0,"Good"
"861",24,5804,4,2,27,2,1,1,1,"Good"
"862",18,2169,4,2,28,1,1,0,1,"Bad"
"863",24,2439,4,4,35,1,1,0,1,"Bad"
"864",27,4526,4,2,32,2,2,0,1,"Good"
"865",10,2210,2,2,25,1,1,1,1,"Bad"
"866",15,2221,2,4,20,1,1,1,1,"Good"
"867",18,2389,4,1,27,1,1,1,1,"Good"
"868",12,3331,2,4,42,1,1,1,1,"Good"
"869",36,7409,3,2,37,2,1,1,1,"Good"
"870",12,652,4,4,24,1,1,1,1,"Good"
"871",36,7678,2,4,40,2,1,0,1,"Good"
"872",6,1343,1,4,46,2,2,1,0,"Good"
"873",24,1382,4,1,26,2,1,0,1,"Good"
"874",15,874,4,1,24,1,1,1,1,"Good"
"875",12,3590,2,2,29,1,2,1,1,"Good"
"876",11,1322,4,4,40,2,1,1,1,"Good"
"877",18,1940,3,4,36,1,1,0,1,"Good"
"878",36,3595,4,2,28,1,1,1,1,"Good"
"879",9,1422,3,2,27,1,1,0,1,"Bad"
"880",30,6742,2,3,36,2,1,1,1,"Good"
"881",24,7814,3,3,38,1,1,0,1,"Good"
"882",24,9277,2,4,48,1,1,0,1,"Good"
"883",30,2181,4,4,36,2,1,1,1,"Good"
"884",18,1098,4,4,65,2,1,1,1,"Good"
"885",24,4057,3,3,43,1,1,0,1,"Bad"
"886",12,795,4,4,53,1,1,1,1,"Bad"
"887",24,2825,4,3,34,2,2,0,1,"Good"
"888",48,15672,2,2,23,1,1,0,1,"Bad"
"889",36,6614,4,4,34,2,1,0,1,"Good"
"890",28,7824,3,4,40,2,2,0,1,"Good"
"891",27,2442,4,4,43,4,2,0,1,"Good"
"892",15,1829,4,4,46,2,1,0,1,"Good"
"893",12,2171,4,4,38,2,1,1,0,"Good"
"894",36,5800,3,4,34,2,1,0,1,"Good"
"895",18,1169,4,3,29,2,1,0,1,"Good"
"896",36,8947,3,2,31,1,2,0,1,"Good"
"897",21,2606,4,4,28,1,1,0,1,"Good"
"898",12,1592,3,2,35,1,1,1,0,"Good"
"899",15,2186,1,4,33,1,1,1,1,"Good"
"900",18,4153,2,3,42,1,1,1,1,"Bad"
"901",16,2625,2,4,43,1,1,0,1,"Bad"
"902",20,3485,2,4,44,2,1,0,1,"Good"
"903",36,10477,2,4,42,2,1,1,1,"Good"
"904",15,1386,4,2,40,1,1,0,1,"Good"
"905",24,1278,4,1,36,1,1,0,1,"Good"
"906",12,1107,2,2,20,1,2,0,1,"Good"
"907",21,3763,2,2,24,1,1,1,0,"Good"
"908",36,3711,2,2,27,1,1,1,1,"Good"
"909",15,3594,1,2,46,2,1,1,1,"Good"
"910",9,3195,1,2,33,1,1,1,1,"Good"
"911",36,4454,4,4,34,2,1,1,1,"Good"
"912",24,4736,2,4,25,1,1,1,1,"Bad"
"913",30,2991,2,4,25,1,1,1,1,"Good"
"914",11,2142,1,2,28,1,1,0,1,"Good"
"915",24,3161,4,2,31,1,1,0,1,"Bad"
"916",48,18424,1,2,32,1,1,0,0,"Bad"
"917",10,2848,1,2,32,1,2,1,1,"Good"
"918",6,14896,1,4,68,1,1,0,1,"Bad"
"919",24,2359,1,1,33,1,1,1,1,"Bad"
"920",24,3345,4,2,39,1,1,0,1,"Bad"
"921",18,1817,4,2,28,2,1,1,1,"Good"
"922",48,12749,4,1,37,1,1,0,1,"Good"
"923",9,1366,3,4,22,1,1,1,1,"Bad"
"924",12,2002,3,4,30,1,2,0,1,"Good"
"925",24,6872,2,1,55,1,1,0,1,"Bad"
"926",12,697,4,2,46,2,1,0,1,"Bad"
"927",18,1049,4,4,21,1,1,1,1,"Good"
"928",48,10297,4,4,39,3,2,0,1,"Bad"
"929",30,1867,4,4,58,1,1,0,1,"Good"
"930",12,1344,4,2,43,2,2,1,1,"Good"
"931",24,1747,4,1,24,1,1,1,0,"Good"
"932",9,1670,4,2,22,1,1,0,1,"Bad"
"933",9,1224,3,1,30,2,1,1,1,"Good"
"934",12,522,4,4,42,2,2,0,1,"Good"
"935",12,1498,4,1,23,1,1,1,1,"Good"
"936",30,1919,4,3,30,2,1,1,1,"Bad"
"937",9,745,3,2,28,1,1,1,1,"Bad"
"938",6,2063,4,3,30,1,1,0,1,"Good"
"939",60,6288,4,4,42,1,1,1,1,"Bad"
"940",24,6842,2,4,46,2,2,0,1,"Good"
"941",12,3527,2,3,45,1,2,0,1,"Good"
"942",10,1546,3,2,31,1,2,1,0,"Good"
"943",24,929,4,2,31,1,1,0,1,"Good"
"944",4,1455,2,1,42,3,2,1,1,"Good"
"945",15,1845,4,1,46,1,1,1,1,"Good"
"946",48,8358,1,1,30,2,1,1,1,"Good"
"947",24,3349,4,4,30,1,2,0,1,"Bad"
"948",12,2859,4,4,38,1,1,0,1,"Good"
"949",18,1533,4,1,43,1,2,1,1,"Bad"
"950",24,3621,2,4,31,2,1,1,1,"Bad"
"951",18,3590,3,3,40,3,2,0,1,"Good"
"952",36,2145,2,1,24,2,1,0,1,"Bad"
"953",24,4113,3,4,28,1,1,1,1,"Bad"
"954",36,10974,4,2,26,2,1,0,1,"Bad"
"955",12,1893,4,4,29,1,1,0,1,"Good"
"956",24,1231,4,4,57,2,1,0,1,"Good"
"957",30,3656,4,4,49,2,1,1,1,"Good"
"958",9,1154,2,4,37,3,1,1,1,"Good"
"959",28,4006,3,2,45,1,1,1,1,"Bad"
"960",24,3069,4,4,30,1,1,1,1,"Good"
"961",6,1740,2,2,30,2,1,1,1,"Good"
"962",21,2353,1,4,47,2,1,1,1,"Good"
"963",15,3556,3,2,29,1,1,1,1,"Good"
"964",24,2397,3,2,35,2,1,0,1,"Bad"
"965",6,454,3,1,22,1,1,1,1,"Good"
"966",30,1715,4,1,26,1,1,1,1,"Good"
"967",27,2520,4,2,23,2,1,1,1,"Bad"
"968",15,3568,4,2,54,1,1,0,1,"Good"
"969",42,7166,2,4,29,1,1,0,1,"Good"
"970",11,3939,1,2,40,2,2,1,1,"Good"
"971",15,1514,4,2,22,1,1,1,1,"Good"
"972",24,7393,1,4,43,1,2,1,1,"Good"
"973",24,1193,1,4,29,2,1,1,1,"Bad"
"974",60,7297,4,4,36,1,1,1,1,"Bad"
"975",30,2831,4,2,33,1,1,0,1,"Good"
"976",24,1258,3,3,57,1,1,1,1,"Good"
"977",6,753,2,3,64,1,1,1,1,"Good"
"978",18,2427,4,2,42,2,1,1,1,"Good"
"979",24,2538,4,4,47,2,2,1,1,"Bad"
"980",15,1264,2,2,25,1,1,1,1,"Bad"
"981",30,8386,2,2,49,1,1,1,1,"Bad"
"982",48,4844,3,2,33,1,1,0,1,"Bad"
"983",21,2923,1,1,28,1,1,0,1,"Good"
"984",36,8229,2,2,26,1,2,1,1,"Bad"
"985",24,2028,2,2,30,2,1,1,1,"Good"
"986",15,1433,4,3,25,2,1,1,1,"Good"
"987",42,6289,2,1,33,2,1,1,1,"Good"
"988",13,1409,2,4,64,1,1,1,1,"Good"
"989",24,6579,4,2,29,1,1,0,1,"Good"
"990",24,1743,4,2,48,2,1,1,1,"Good"
"991",12,3565,2,1,37,2,2,1,1,"Good"
"992",15,1569,4,4,34,1,2,1,1,"Good"
"993",18,1936,2,4,23,2,1,1,1,"Good"
"994",36,3959,4,3,30,1,1,0,1,"Good"
"995",12,2390,4,3,50,1,1,0,1,"Good"
"996",12,1736,3,4,31,1,1,1,1,"Good"
"997",30,3857,4,4,40,1,1,0,1,"Good"
"998",12,804,4,4,38,1,1,1,1,"Good"
"999",45,1845,4,4,23,1,1,0,1,"Bad"
"1000",45,4576,3,4,27,1,1,1,1,"Good"
